餐厅名称,城市,区域,美食类型,综合评分,口味评分,环境评分,服务评分,人均消费(元),点评数量,地址,推荐菜,推荐菜_清洗,价格等级,评分等级,口碑均衡度,热门度,推荐菜列表,是否高性价比
巴面包舍,南京,江宁区,面包甜点,4.0,4.1,3.7,4.2,40.0,16,南京江宁区太古里玄武大道291号2楼,菠萝包、慕斯蛋糕、蛋挞,菠萝包、慕蛋糕、蛋,中低(31-60),良好(3.5-4),0.26,0.3,"['菠萝包', '慕斯蛋糕', '蛋挞']",True
老房子店,北京,昌平区,川菜,3.8,4.0,3.7,3.3,96.0,825,北京昌平区凯德王府井巷536号6楼,宫保鸡丁、辣子鸡、水煮鱼,宫保鸡丁、辣鸡、,中等(61-100),良好(3.5-4),0.35,21.34,"['宫保鸡丁', '辣子鸡', '水煮鱼']",False
东南亚菜坊,北京,昌平区,东南亚菜,4.4,4.2,4.0,4.5,85.0,66,北京昌平区太古里王府井街189号,芒果糯米饭、烤肉串、菠萝饭,芒果糯米饭、烤肉串、菠萝饭,中等(61-100),优秀(4-4.5),0.25,1.84,"['芒果糯米饭', '烤肉串', '菠萝饭']",False
品川菜轩,广州,天河区,川菜,4.3,4.0,4.3,4.2,86.0,1336,广州天河区万象城北京路路703号B2层,夫妻肺片、麻婆豆腐、水煮鱼,夫妻肺片、麻婆豆腐、,中等(61-100),优秀(4-4.5),0.15,39.2,"['夫妻肺片', '麻婆豆腐', '水煮鱼']",False
湘菜,重庆,南岸区,湘菜,4.4,4.3,4.1,3.9,33.0,1816,重庆南岸区南滨大道880号6楼,蒸排骨、农家一碗香、辣椒炒肉,排骨、农家、辣椒炒肉,中低(31-60),优秀(4-4.5),0.2,54.57,"['蒸排骨', '农家一碗香', '辣椒炒肉']",True
小龙坎,南京,栖霞区,火锅,3.4,3.5,3.1,3.6,106.0,1048,南京栖霞区玄武路441号B2层,鸭肠、酥肉、虾滑,肠、肉、滑,中高(101-200),一般(3-3.5),0.26,24.29,"['鸭肠', '酥肉', '虾滑']",False
小吃料理,重庆,沙坪坝区,小吃快餐,3.7,3.5,3.1,3.4,27.0,8,重庆沙坪坝区恒隆广场磁器口街643号西区1层,肉夹馍、小笼包、麻辣烫,肉夹馍、笼包、麻辣,低消费(≤30),良好(3.5-4),0.21,0.08,"['肉夹馍', '小笼包', '麻辣烫']",False
渝炳胜,苏州,吴中区,粤菜,4.4,4.5,5.0,4.5,74.0,842,苏州吴中区ifc金鸡湖大道328号,白切鸡、烧鹅、干炒牛河,白鸡、烧鹅、干炒牛河,中等(61-100),优秀(4-4.5),0.29,25.22,"['白切鸡', '烧鹅', '干炒牛河']",True
鹏西餐店,成都,青羊区,西餐,3.8,3.9,3.7,3.4,178.0,18,成都青羊区宽窄路705号东区3层,披萨、牛排、烤鸡,披萨、牛排、烤鸡,中高(101-200),良好(3.5-4),0.25,0.34,"['披萨', '牛排', '烤鸡']",False
小笼坊,苏州,相城区,小吃快餐,3.4,3.2,3.4,3.5,21.0,117,苏州相城区万达广场观前路179号,凉皮、小笼包、生煎,凉皮、笼包、煎,低消费(≤30),一般(3-3.5),0.15,2.61,"['凉皮', '小笼包', '生煎']",False
很久以前,北京,丰台区,烧烤,3.5,3.4,3.5,3.4,70.0,40,北京丰台区万达广场国贸巷403号2楼,烤韭菜、羊肉串、烤茄子,烤韭菜、肉串、烤茄,中等(61-100),一般(3-3.5),0.06,0.84,"['烤韭菜', '羊肉串', '烤茄子']",False
面庄堂,上海,黄浦区,面馆,3.6,3.4,3.2,3.0,27.0,95,上海黄浦区延安路829号,臊子面、葱油拌面、炸酱面,臊面、葱拌面、酱面,低消费(≤30),良好(3.5-4),0.2,2.22,"['臊子面', '葱油拌面', '炸酱面']",False
火锅,重庆,渝北区,火锅,3.8,3.3,4.1,3.7,98.0,10,重庆渝北区南滨大道796号东区2层,鸭血、午餐肉、毛肚,、餐肉、毛肚,中等(61-100),良好(3.5-4),0.4,0.13,"['鸭血', '午餐肉', '毛肚']",False
湘菜,杭州,上城区,湘菜,3.6,3.4,3.4,3.5,52.0,9,杭州上城区武林大道176号,辣椒炒肉、蒸排骨、农家一碗香,辣椒炒肉、排骨、农家,中低(31-60),良好(3.5-4),0.06,0.1,"['辣椒炒肉', '蒸排骨', '农家一碗香']",False
味烧烤舍,苏州,姑苏区,烧烤,3.8,3.8,3.3,4.3,61.0,54,苏州姑苏区太湖巷250号,烤茄子、烤韭菜、羊肉串,烤茄、烤韭菜、肉串,中等(61-100),良好(3.5-4),0.5,1.28,"['烤茄子', '烤韭菜', '羊肉串']",False
拉面阁,成都,高新区,面馆,3.7,3.4,3.9,3.7,10.0,40,成都高新区ifc宽窄弄637号,臊子面、兰州拉面、葱油拌面,臊面、兰拉面、葱拌面,低消费(≤30),良好(3.5-4),0.25,0.89,"['臊子面', '兰州拉面', '葱油拌面']",False
大争鲜,重庆,九龙坡区,日料,4.5,4.9,4.6,4.8,147.0,109,重庆九龙坡区太古里磁器口街486号2楼,味噌汤、章鱼小丸子、寿司拼盘,噌、、拼盘,中高(101-200),优秀(4-4.5),0.15,3.21,"['味噌汤', '章鱼小丸子', '寿司拼盘']",False
坎,成都,锦江区,火锅,4.8,5.0,5.0,4.3,72.0,117,成都锦江区锦里巷977号,酥肉、鸭血、黄喉,肉、、黄喉,中等(61-100),卓越(≥4.5),0.4,3.68,"['酥肉', '鸭血', '黄喉']",True
德庄轩,武汉,江汉区,火锅,4.1,4.3,4.1,4.5,62.0,236,武汉江汉区大悦城中南街244号,藕片、酥肉、虾滑,藕片、肉、滑,中等(61-100),优秀(4-4.5),0.2,6.49,"['藕片', '酥肉', '虾滑']",True
串吧居,南京,栖霞区,烧烤,3.5,3.4,3.3,3.6,42.0,317,南京栖霞区夫子庙路98号,羊肉串、骨肉相连、烤鸡翅,肉串、骨肉连、烤鸡翅,中低(31-60),一般(3-3.5),0.15,7.48,"['羊肉串', '骨肉相连', '烤鸡翅']",False
蓉自助坊,广州,白云区,自助餐,4.0,4.4,3.6,4.2,137.0,214,广州白云区北京路路1号1楼,寿司、甜品、海鲜拼盘,、品、海拼盘,中高(101-200),良好(3.5-4),0.42,5.73,"['寿司', '甜品', '海鲜拼盘']",False
眉州,广州,越秀区,川菜,4.6,4.7,4.1,4.7,71.0,330,广州越秀区大悦城珠江新城路86号,麻婆豆腐、回锅肉、鱼香肉丝,麻婆豆腐、回锅肉、肉,中等(61-100),卓越(≥4.5),0.35,10.24,"['麻婆豆腐', '回锅肉', '鱼香肉丝']",True
自助餐,上海,嘉定区,自助餐,3.3,3.6,3.0,3.5,200.0,2062,上海嘉定区来福士延安大道840号,小龙虾、海鲜拼盘、甜品,龙、海拼盘、品,中高(101-200),一般(3-3.5),0.32,46.49,"['小龙虾', '海鲜拼盘', '甜品']",False
自助餐阁,上海,黄浦区,自助餐,3.6,3.6,3.0,3.5,233.5,105,上海黄浦区ifc虹桥巷739号4楼,小龙虾、三文鱼、烤牛排,龙、三、烤牛排,高端(>200),良好(3.5-4),0.32,2.47,"['小龙虾', '三文鱼', '烤牛排']",False
东南,武汉,光谷,东南亚菜,4.1,4.1,3.8,4.3,85.0,14,武汉光谷武广路262号东区3层,烤肉串、冬阴功汤、芒果糯米饭,烤肉串、冬功、芒果糯米饭,中等(61-100),优秀(4-4.5),0.25,0.25,"['烤肉串', '冬阴功汤', '芒果糯米饭']",False
日料,深圳,龙华区,日料,4.2,4.4,3.9,4.1,212.0,754,深圳龙华区车公庙巷215号南区1层,味噌汤、章鱼小丸子、天妇罗,噌、、妇罗,高端(>200),优秀(4-4.5),0.25,21.54,"['味噌汤', '章鱼小丸子', '天妇罗']",False
味面包甜点,苏州,吴中区,面包甜点,3.5,3.7,3.5,4.0,16.0,94,苏州吴中区恒隆广场山塘路423号B1层,泡芙、提拉米苏、慕斯蛋糕,泡芙、拉米、慕蛋糕,低消费(≤30),一般(3-3.5),0.25,2.13,"['泡芙', '提拉米苏', '慕斯蛋糕']",False
阿九宫格,重庆,江北区,火锅,3.3,3.1,2.3,3.4,101.0,71,重庆江北区万象城北城天街弄935号,毛肚、藕片、酥肉,毛肚、藕片、肉,中高(101-200),一般(3-3.5),0.57,1.49,"['毛肚', '藕片', '酥肉']",False
明婷庄,上海,静安区,川菜,3.7,3.6,3.5,3.4,116.0,5004,上海静安区万达广场五角场街340号,水煮鱼、夫妻肺片、宫保鸡丁,、夫妻肺片、宫保鸡丁,中高(101-200),良好(3.5-4),0.1,126.67,"['水煮鱼', '夫妻肺片', '宫保鸡丁']",False
丰茂,深圳,龙岗区,烧烤,3.6,3.5,3.6,3.1,108.0,1043,深圳龙岗区海岸城街77号,扇贝、羊肉串、烤韭菜,扇贝、肉串、烤韭菜,中高(101-200),良好(3.5-4),0.26,25.59,"['扇贝', '羊肉串', '烤韭菜']",False
聚巴国,北京,昌平区,川菜,3.1,3.3,3.4,3.3,101.0,14,北京昌平区万象城国贸弄933号西区3层,担担面、麻婆豆腐、辣子鸡,担担面、麻婆豆腐、辣鸡,中高(101-200),一般(3-3.5),0.06,0.19,"['担担面', '麻婆豆腐', '辣子鸡']",False
蜀烧烤轩,深圳,龙岗区,烧烤,4.4,4.4,4.5,4.6,101.0,527,深圳龙岗区车公庙路57号,烤馒头、羊肉串、烤韭菜,烤馒、肉串、烤韭菜,中高(101-200),优秀(4-4.5),0.1,15.73,"['烤馒头', '羊肉串', '烤韭菜']",False
烧烤,杭州,西湖区,烧烤,3.9,3.8,3.3,3.6,77.0,453,杭州西湖区钱江新城大道721号北区1层,扇贝、烤鸡翅、骨肉相连,扇贝、烤鸡翅、骨肉连,中等(61-100),良好(3.5-4),0.25,11.97,"['扇贝', '烤鸡翅', '骨肉相连']",False
小吃,成都,金牛区,小吃快餐,3.3,3.3,3.1,3.5,25.0,41,成都金牛区太古里太古里弄652号,煎饼果子、肉夹馍、凉皮,煎饼果、肉夹馍、凉皮,低消费(≤30),一般(3-3.5),0.2,0.81,"['煎饼果子', '肉夹馍', '凉皮']",False
面馆料理,重庆,沙坪坝区,面馆,2.8,2.4,2.9,2.8,30.0,89,重庆沙坪坝区太古里解放碑弄30号5楼,馄饨、牛肉面、葱油拌面,馄饨、牛肉面、葱拌面,低消费(≤30),较差(<3),0.26,1.61,"['馄饨', '牛肉面', '葱油拌面']",False
新疆菜,深圳,福田区,新疆菜,4.4,4.7,4.3,4.5,95.0,89,深圳福田区大悦城科技园巷786号,大盘鸡、羊肉串、烤包子,大盘鸡、肉串、烤包,中等(61-100),优秀(4-4.5),0.2,2.53,"['大盘鸡', '羊肉串', '烤包子']",False
很久以前堂,武汉,洪山区,烧烤,4.4,4.5,3.9,4.9,78.0,14607,武汉洪山区司门口大道54号北区1层,烤茄子、烤韭菜、烤馒头,烤茄、烤韭菜、烤馒,中等(61-100),优秀(4-4.5),0.5,440.0,"['烤茄子', '烤韭菜', '烤馒头']",True
火锅,武汉,江汉区,火锅,4.3,4.2,4.1,4.5,117.0,8912,武汉江汉区ifc光谷路865号B2层,酥肉、毛肚、鸭肠,肉、毛肚、肠,中高(101-200),优秀(4-4.5),0.21,262.29,"['酥肉', '毛肚', '鸭肠']",False
湘菜,南京,玄武区,湘菜,3.5,3.4,3.4,3.1,49.0,5,南京玄武区河西街413号B2层,小炒肉、口味虾、剁椒鱼头,炒肉、口、剁椒,中低(31-60),一般(3-3.5),0.17,0.0,"['小炒肉', '口味虾', '剁椒鱼头']",False
炳胜店,杭州,上城区,粤菜,3.6,4.1,3.7,3.8,137.0,1662,杭州上城区凯德湖滨路820号B2层,干炒牛河、白切鸡、豉汁蒸排骨,干炒牛河、白鸡、豉排骨,中高(101-200),良好(3.5-4),0.21,40.85,"['干炒牛河', '白切鸡', '豉汁蒸排骨']",False
金川菜舍,苏州,相城区,川菜,3.6,3.4,3.9,3.7,72.0,190,苏州相城区恒隆广场独墅湖弄103号3楼,夫妻肺片、宫保鸡丁、鱼香肉丝,夫妻肺片、宫保鸡丁、肉,中等(61-100),良好(3.5-4),0.25,4.56,"['夫妻肺片', '宫保鸡丁', '鱼香肉丝']",False
粤小龙坎,重庆,江北区,火锅,4.4,4.7,4.4,4.4,81.0,412,重庆江北区观音桥路309号,午餐肉、虾滑、鸭血,餐肉、滑、,中等(61-100),优秀(4-4.5),0.17,12.26,"['午餐肉', '虾滑', '鸭血']",False
湘驿站,苏州,姑苏区,西餐,3.9,3.6,3.4,3.8,121.0,6,苏州姑苏区太古里平江巷21号,提拉米苏、奶油蘑菇汤、烤鸡,拉米、奶蘑菇、烤鸡,中高(101-200),良好(3.5-4),0.2,0.03,"['提拉米苏', '奶油蘑菇汤', '烤鸡']",False
佩姐舍,重庆,九龙坡区,火锅,3.4,3.4,2.6,3.3,87.0,123,重庆九龙坡区磁器口街653号南区2层,黄喉、酥肉、鸭血,黄喉、肉、,中等(61-100),一般(3-3.5),0.44,2.75,"['黄喉', '酥肉', '鸭血']",False
阿小吃记,苏州,工业园区,小吃快餐,3.2,3.3,3.3,3.3,32.0,686,苏州工业园区大悦城山塘路954号5楼,煎饼果子、酸辣粉、凉皮,煎饼果、辣粉、凉皮,中低(31-60),一般(3-3.5),0.0,14.92,"['煎饼果子', '酸辣粉', '凉皮']",False
老韩国料理,深圳,福田区,韩国料理,4.0,4.1,4.0,3.8,153.0,4466,深圳福田区太古里华强北街515号,烤肉、泡菜汤、冷面,烤肉、泡菜、冷面,中高(101-200),良好(3.5-4),0.15,122.2,"['烤肉', '泡菜汤', '冷面']",False
阿火锅店,深圳,龙岗区,火锅,4.0,3.8,3.9,3.9,75.0,967,深圳龙岗区万象城车公庙大道607号西区2层,藕片、毛肚、黄喉,藕片、毛肚、黄喉,中等(61-100),良好(3.5-4),0.06,26.35,"['藕片', '毛肚', '黄喉']",True
新驿站,上海,闵行区,西餐,3.8,3.5,3.8,3.6,233.5,5232,上海闵行区淮海街154号5楼,烤鸡、汉堡、奶油蘑菇汤,烤鸡、汉堡、奶蘑菇,高端(>200),良好(3.5-4),0.15,136.03,"['烤鸡', '汉堡', '奶油蘑菇汤']",False
小龙坎庄,武汉,武昌区,火锅,3.8,3.5,3.7,3.7,120.0,287,武汉武昌区中南弄701号,豆皮、鸭血、酥肉,豆皮、、肉,中高(101-200),良好(3.5-4),0.12,7.34,"['豆皮', '鸭血', '酥肉']",False
火锅餐厅,北京,朝阳区,火锅,3.7,4.0,3.8,3.8,86.0,810,北京朝阳区望京弄116号西区1层,毛肚、酥肉、鸭肠,毛肚、肉、肠,中等(61-100),良好(3.5-4),0.12,20.4,"['毛肚', '酥肉', '鸭肠']",False
渝日料坊,杭州,余杭区,日料,3.1,3.1,3.2,2.9,233.5,6092,杭州余杭区恒隆广场武林街807号,寿司拼盘、三文鱼刺身、鳗鱼饭,拼盘、三刺、鳗饭,高端(>200),一般(3-3.5),0.15,129.23,"['寿司拼盘', '三文鱼刺身', '鳗鱼饭']",False
锦韩国记,北京,朝阳区,韩国料理,3.2,3.0,3.4,3.2,84.0,2900,北京朝阳区大悦城中关村巷313号,泡菜汤、大酱汤、烤肉,泡菜、大酱、烤肉,中等(61-100),一般(3-3.5),0.2,63.44,"['泡菜汤', '大酱汤', '烤肉']",False
御日料阁,上海,闵行区,日料,3.8,4.1,3.5,3.7,146.0,546,上海闵行区五角场大道117号6楼,三文鱼刺身、天妇罗、味噌汤,三刺、妇罗、噌,中高(101-200),良好(3.5-4),0.31,14.08,"['三文鱼刺身', '天妇罗', '味噌汤']",False
盛佩姐,南京,建邺区,火锅,4.4,4.4,4.0,4.1,103.0,1348,南京建邺区ifc中山大道241号,酥肉、毛肚、鸭肠,肉、毛肚、肠,中高(101-200),优秀(4-4.5),0.21,40.47,"['酥肉', '毛肚', '鸭肠']",False
韩国料理,南京,玄武区,韩国料理,3.8,3.6,3.6,3.7,55.0,256,南京玄武区万象城玄武巷115号,泡菜汤、紫菜包饭、石锅拌饭,泡菜、菜包饭、锅拌饭,中低(31-60),良好(3.5-4),0.06,6.53,"['泡菜汤', '紫菜包饭', '石锅拌饭']",False
海鲜,上海,徐汇区,海鲜,4.6,4.4,4.9,5.0,202.0,565,上海徐汇区龙湖天街五角场街54号南区1层,白灼虾、清蒸石斑鱼、葱姜炒蟹,白、清斑、葱姜炒,高端(>200),卓越(≥4.5),0.32,17.64,"['白灼虾', '清蒸石斑鱼', '葱姜炒蟹']",False
湘菜,广州,海珠区,湘菜,4.1,4.2,3.8,4.3,56.0,3337,广州海珠区体育西街228号南区2层,辣椒炒肉、剁椒鱼头、蒸排骨,辣椒炒肉、剁椒、排骨,中低(31-60),优秀(4-4.5),0.26,93.56,"['辣椒炒肉', '剁椒鱼头', '蒸排骨']",True
素食,杭州,萧山区,素食,3.9,4.0,4.1,4.0,44.0,831,杭州萧山区文三巷44号B1层,时蔬沙拉、素烧鹅、素火腿,沙拉、烧鹅、火,中低(31-60),良好(3.5-4),0.06,22.06,"['时蔬沙拉', '素烧鹅', '素火腿']",False
大东北,南京,玄武区,烧烤,4.2,4.0,3.9,4.6,36.0,165,南京玄武区夫子庙路966号,烤韭菜、羊肉串、烤鸡翅,烤韭菜、肉串、烤鸡翅,中低(31-60),优秀(4-4.5),0.38,4.6,"['烤韭菜', '羊肉串', '烤鸡翅']",True
聚私房菜,上海,松江区,私房菜,3.5,3.5,3.3,3.5,193.0,260,上海松江区来福士张江弄699号B2层,功夫汤、秘制红烧肉、私房豆腐,功夫、秘红烧肉、房豆腐,中高(101-200),一般(3-3.5),0.12,6.11,"['功夫汤', '秘制红烧肉', '私房豆腐']",False
渝面包甜点,深圳,罗湖区,面包甜点,3.7,3.6,3.3,3.3,18.0,79,深圳罗湖区车公庙街162号南区2层,慕斯蛋糕、提拉米苏、菠萝包,慕蛋糕、拉米、菠萝包,低消费(≤30),良好(3.5-4),0.17,1.88,"['慕斯蛋糕', '提拉米苏', '菠萝包']",False
蜀川菜居,南京,栖霞区,川菜,4.6,4.7,4.6,4.7,82.0,5177,南京栖霞区玄武路965号B2层,担担面、水煮鱼、麻婆豆腐,担担面、、麻婆豆腐,中等(61-100),卓越(≥4.5),0.06,162.93,"['担担面', '水煮鱼', '麻婆豆腐']",False
盛赤坂亭,杭州,余杭区,日料,3.6,3.4,3.4,3.5,112.0,162,杭州余杭区龙湖天街文三路325号,拉面、三文鱼刺身、味噌汤,拉面、三刺、噌,中高(101-200),良好(3.5-4),0.06,3.87,"['拉面', '三文鱼刺身', '味噌汤']",False
元气寿司坊,杭州,上城区,日料,4.0,4.0,3.8,3.8,216.0,79,杭州上城区万达广场延安弄819号1楼,天妇罗、三文鱼刺身、味噌汤,妇罗、三刺、噌,高端(>200),良好(3.5-4),0.12,2.03,"['天妇罗', '三文鱼刺身', '味噌汤']",False
厨房,上海,普陀区,西餐,3.5,3.6,3.7,3.5,124.0,59,上海普陀区四川大道431号东区3层,提拉米苏、意面、披萨,拉米、面、披萨,中高(101-200),一般(3-3.5),0.1,1.29,"['提拉米苏', '意面', '披萨']",False
老烧烤店,北京,通州区,烧烤,4.4,4.5,4.3,4.2,98.0,1472,北京通州区龙湖天街五道口大道324号,烤韭菜、烤鸡翅、烤鱼,烤韭菜、烤鸡翅、烤,中等(61-100),优秀(4-4.5),0.15,44.2,"['烤韭菜', '烤鸡翅', '烤鱼']",False
生煎,南京,秦淮区,小吃快餐,3.7,3.9,3.8,3.8,17.0,5,南京秦淮区ifc湖南大道778号,小笼包、锅贴、生煎,笼包、锅、煎,低消费(≤30),良好(3.5-4),0.06,0.0,"['小笼包', '锅贴', '生煎']",False
面包甜点居,武汉,武昌区,面包甜点,4.3,4.3,4.2,4.5,32.0,5,武汉武昌区万象城司门口路160号2楼,泡芙、马卡龙、菠萝包,泡芙、马卡龙、菠萝包,中低(31-60),优秀(4-4.5),0.15,0.0,"['泡芙', '马卡龙', '菠萝包']",True
点都德,杭州,萧山区,粤菜,4.0,4.0,3.6,4.2,131.0,4296,杭州萧山区西湖弄837号,烧鹅、干炒牛河、豉汁蒸排骨,烧鹅、干炒牛河、豉排骨,中高(101-200),良好(3.5-4),0.31,117.55,"['烧鹅', '干炒牛河', '豉汁蒸排骨']",False
翠园,广州,荔湾区,粤菜,4.2,4.1,4.1,4.1,109.0,80,广州荔湾区ifc珠江新城路285号北区1层,烧鹅、豉汁蒸排骨、白切鸡,烧鹅、豉排骨、白鸡,中高(101-200),优秀(4-4.5),0.0,2.16,"['烧鹅', '豉汁蒸排骨', '白切鸡']",False
自助,苏州,虎丘区,自助餐,4.0,4.0,4.0,4.2,103.0,483,苏州虎丘区凯德太湖弄269号南区2层,寿司、三文鱼、小龙虾,、三、龙,中高(101-200),良好(3.5-4),0.12,13.09,"['寿司', '三文鱼', '小龙虾']",False
龙面包甜点,成都,锦江区,面包甜点,3.2,3.3,3.3,2.9,33.0,393,成都锦江区太古里弄626号B2层,泡芙、芝士蛋糕、马卡龙,泡芙、蛋糕、马卡龙,中低(31-60),一般(3-3.5),0.23,8.5,"['泡芙', '芝士蛋糕', '马卡龙']",False
本帮菜,广州,番禺区,本帮菜,3.3,3.1,3.2,3.4,107.0,356,广州番禺区恒隆广场上下九街444号,油爆虾、糖醋排骨、蟹粉豆腐,爆、醋排骨、粉豆腐,中高(101-200),一般(3-3.5),0.15,7.93,"['油爆虾', '糖醋排骨', '蟹粉豆腐']",False
粤佩姐,武汉,洪山区,火锅,3.1,3.3,3.2,3.3,59.0,67,武汉洪山区中南弄961号,毛肚、酥肉、午餐肉,毛肚、肉、餐肉,中低(31-60),一般(3-3.5),0.06,1.32,"['毛肚', '酥肉', '午餐肉']",False
面馆轩,重庆,江北区,面馆,3.7,3.6,3.5,3.4,25.0,233,重庆江北区万象城九街大道661号东区3层,葱油拌面、兰州拉面、刀削面,葱拌面、兰拉面、刀面,低消费(≤30),良好(3.5-4),0.1,5.78,"['葱油拌面', '兰州拉面', '刀削面']",False
品红杏,北京,昌平区,川菜,3.2,2.8,2.8,2.9,80.0,348,北京昌平区龙湖天街簋街路629号6楼,夫妻肺片、麻婆豆腐、宫保鸡丁,夫妻肺片、麻婆豆腐、宫保鸡丁,中等(61-100),一般(3-3.5),0.06,7.52,"['夫妻肺片', '麻婆豆腐', '宫保鸡丁']",False
私房菜,重庆,南岸区,私房菜,3.2,3.2,3.2,3.7,86.0,13,重庆南岸区万象城解放碑大道578号,招牌煲仔、私房豆腐、创意融合菜,牌煲、房豆腐、创融合菜,中等(61-100),一般(3-3.5),0.29,0.18,"['招牌煲仔', '私房豆腐', '创意融合菜']",False
穗广州酒家,上海,徐汇区,粤菜,4.4,4.6,5.0,4.1,69.0,811,上海徐汇区ifc徐家汇街828号3楼,肠粉、豉汁蒸排骨、烧鹅,肠粉、豉排骨、烧鹅,中等(61-100),优秀(4-4.5),0.45,24.29,"['肠粉', '豉汁蒸排骨', '烧鹅']",True
面包,杭州,拱墅区,面包甜点,4.1,4.1,4.0,4.1,26.0,151,杭州拱墅区西湖弄445号4楼,马卡龙、慕斯蛋糕、菠萝包,马卡龙、慕蛋糕、菠萝包,低消费(≤30),优秀(4-4.5),0.06,4.1,"['马卡龙', '慕斯蛋糕', '菠萝包']",True
佩姐,杭州,余杭区,火锅,3.4,3.2,3.5,3.3,111.0,261,杭州余杭区ifc湖滨巷507号6楼,毛肚、酥肉、黄喉,毛肚、肉、黄喉,中高(101-200),一般(3-3.5),0.15,5.96,"['毛肚', '酥肉', '黄喉']",False
面包甜点庄,南京,江宁区,面包甜点,3.9,3.7,4.0,4.2,19.0,109,南京江宁区万达广场百家湖巷587号,泡芙、提拉米苏、菠萝包,泡芙、拉米、菠萝包,低消费(≤30),良好(3.5-4),0.25,2.78,"['泡芙', '提拉米苏', '菠萝包']",False
龙日料堂,苏州,工业园区,日料,4.3,4.0,4.7,3.9,154.0,832,苏州工业园区ifc太湖巷512号2楼,三文鱼刺身、寿司拼盘、天妇罗,三刺、拼盘、妇罗,中高(101-200),优秀(4-4.5),0.44,24.35,"['三文鱼刺身', '寿司拼盘', '天妇罗']",False
蜀大侠堂,成都,金牛区,火锅,4.8,4.5,4.5,5.0,90.0,3970,成都金牛区太古里宽窄大道47号东区1层,酥肉、毛肚、虾滑,肉、毛肚、滑,中等(61-100),卓越(≥4.5),0.29,130.34,"['酥肉', '毛肚', '虾滑']",False
赤坂亭坊,深圳,龙岗区,日料,4.1,4.1,4.1,3.7,206.0,121,深圳龙岗区华强北巷654号B1层,味噌汤、章鱼小丸子、三文鱼刺身,噌、、三刺,高端(>200),优秀(4-4.5),0.23,3.26,"['味噌汤', '章鱼小丸子', '三文鱼刺身']",False
巴面包甜点,重庆,沙坪坝区,面包甜点,3.8,3.7,3.8,3.5,27.0,146,重庆沙坪坝区太古里观音桥弄672号,慕斯蛋糕、芝士蛋糕、蛋挞,慕蛋糕、蛋糕、蛋,低消费(≤30),良好(3.5-4),0.15,3.67,"['慕斯蛋糕', '芝士蛋糕', '蛋挞']",False
佩姐,上海,杨浦区,火锅,3.5,3.4,3.5,3.5,107.0,106,上海杨浦区四川巷808号B1层,肥牛、豆皮、酥肉,肥牛、豆皮、肉,中高(101-200),一般(3-3.5),0.06,2.42,"['肥牛', '豆皮', '酥肉']",False
粤菜料理,杭州,滨江区,粤菜,3.3,3.3,3.1,3.1,78.0,264,杭州滨江区凯德湖滨弄763号北区1层,白切鸡、干炒牛河、叉烧,白鸡、干炒牛河、叉烧,中等(61-100),一般(3-3.5),0.12,5.85,"['白切鸡', '干炒牛河', '叉烧']",False
初音,成都,武侯区,日料,4.2,3.8,4.1,4.2,217.0,192,成都武侯区恒隆广场宽窄弄537号5楼,章鱼小丸子、炸猪排、三文鱼刺身,、排、三刺,高端(>200),优秀(4-4.5),0.21,5.38,"['章鱼小丸子', '炸猪排', '三文鱼刺身']",False
湘菜,武汉,江岸区,湘菜,3.2,3.1,2.9,2.9,51.0,18,武汉江岸区ifc江汉大道249号B1层,蒸排骨、口味虾、农家一碗香,排骨、口、农家,中低(31-60),一般(3-3.5),0.12,0.28,"['蒸排骨', '口味虾', '农家一碗香']",False
阿九宫格,成都,青羊区,火锅,4.7,4.5,5.0,5.0,91.0,1740,成都青羊区恒隆广场玉林弄17号南区1层,藕片、虾滑、黄喉,藕片、滑、黄喉,中等(61-100),卓越(≥4.5),0.29,55.85,"['藕片', '虾滑', '黄喉']",False
金湘菜庄,苏州,姑苏区,湘菜,3.5,3.5,3.9,2.9,46.0,1286,苏州姑苏区来福士观前路748号北区2层,小炒肉、农家一碗香、臭豆腐,炒肉、农家、臭豆腐,中低(31-60),一般(3-3.5),0.5,30.7,"['小炒肉', '农家一碗香', '臭豆腐']",False
陶陶居记,北京,西城区,粤菜,3.1,3.2,2.8,3.4,86.0,13,北京西城区三里屯巷552号B1层,叉烧、白切鸡、豉汁蒸排骨,叉烧、白鸡、豉排骨,中等(61-100),一般(3-3.5),0.31,0.17,"['叉烧', '白切鸡', '豉汁蒸排骨']",False
陶陶居居,北京,丰台区,粤菜,4.4,4.4,4.5,3.9,153.0,216,北京丰台区恒隆广场西单街243号1楼,白切鸡、虾饺、豉汁蒸排骨,白鸡、饺、豉排骨,中高(101-200),优秀(4-4.5),0.32,6.36,"['白切鸡', '虾饺', '豉汁蒸排骨']",False
小咖啡店,杭州,上城区,咖啡厅,3.3,3.5,3.4,3.3,31.0,243,杭州上城区来福士西湖大道276号,抹茶拿铁、提拉米苏、拿铁,抹茶拿、拉米、拿,中低(31-60),一般(3-3.5),0.1,5.38,"['抹茶拿铁', '提拉米苏', '拿铁']",False
